"distractor","startDate","utterance_cat","reaction_time1","pos2","trial_type","selectedItem2","enjoyment","selectedItem1","botresponse","reaction_time_prior","pos3","contrast","condition","endTime","refObject","pos1","selectedItem_prior","target","age","comments","context_id","reaction_time2","HitCorrect","languages","RT","betwsubj","pos4","gender","trial_number","startTime","timeSpent","comp","utterance","anon_worker_id"
"yellow_banana","Tue Aug 27 2019 11:39:47 GMT-0400 (Eastern Daylight Time)","modified","1078","distractor","critical","green_carrot",2,"green_carrot","Elizabeth","811","target","orange_carrot","atp",1566920662495,"target","contrast","green_carrot","green_carrot",33,NA,"green_atp_carrot","849",1,"english",3717,"typical","comp","female",44,1566920387900,4.57658333333333,"green_broccoli","green carrot","500715181176891"
"yellow_banana","Tue Aug 27 2019 11:39:47 GMT-0400 (Eastern Daylight Time)","unmodified","899","target","filler","NaN",2,"yellow_banana","Elizabeth","733","contrast","white_tomato","ttp",1566920662495,"distractor","comp","red_tomato","red_tomato",33,NA,"red_ttp_tomato","NaN",1,"english",2633,"typical","distractor","female",45,1566920387900,4.57658333333333,"red_strawberry","banana","500715181176891"
"white_egg","Tue Aug 27 2019 11:39:47 GMT-0400 (Eastern Daylight Time)","modified","2080","target","critical","orange_carrot",2,"orange_carrot","Elizabeth","679","contrast","red_corn","ttn",1566920662495,"target","distractor","orange_carrot","orange_carrot",33,NA,"orange_ttn_carrot","1242",1,"english",5784,"typical","comp","female",46,1566920387900,4.57658333333333,"orange_pumpkin","orange carrot","500715181176891"
"orange_pumpkin","Tue Aug 27 2019 11:39:47 GMT-0400 (Eastern Daylight Time)","unmodified","748","distractor","filler","NaN",2,"orange_pumpkin","Elizabeth","577","target","yellow_strawberry","tap",1566920662495,"distractor","comp","orange_pumpkin","red_strawberry",33,NA,"red_tap_strawberry","NaN",1,"english",2367,"typical","contrast","female",47,1566920387900,4.57658333333333,"red_corn","pumpkin","500715181176891"
"white_swan","Tue Aug 27 2019 11:39:47 GMT-0400 (Eastern Daylight Time)","unmodified","689","contrast","filler","NaN",2,"white_swan","Elizabeth","1543","target","red_strawberry","aap",1566920662495,"distractor","distractor","white_swan","yellow_strawberry",33,NA,"yellow_aap_strawberry","NaN",1,"english",3246,"typical","comp","female",48,1566920387900,4.57658333333333,"yellow_egg","swan","500715181176891"
"yellow_corn","Tue Aug 27 2019 11:39:47 GMT-0400 (Eastern Daylight Time)","unmodified","767","distractor","filler","NaN",2,"yellow_corn","Elizabeth","628","comp","orange_lettuce","tap",1566920662495,"distractor","contrast","green_swan","green_lettuce",33,NA,"green_tap_lettuce","NaN",1,"english",2340,"typical","target","female",49,1566920387900,4.57658333333333,"green_swan","corn","500715181176891"
"yellow_strawberry","Tue Aug 27 2019 11:39:47 GMT-0400 (Eastern Daylight Time)","unmodified","613","comp","filler","NaN",2,"orange_pumpkin","Elizabeth","539","contrast","red_tomato","atn",1566920662495,"comp","target","orange_pumpkin","orange_lettuce",33,NA,"orange_atn_lettuce","NaN",1,"english",2106,"typical","distractor","female",50,1566920387900,4.57658333333333,"orange_pumpkin","pumpkin","500715181176891"
"white_egg","Tue Aug 27 2019 11:39:47 GMT-0400 (Eastern Daylight Time)","modified","666","contrast","critical","yellow_banana",2,"yellow_corn","Elizabeth","700","target","orange_banana","ttp",1566920662495,"target","distractor","orange_banana","yellow_banana",33,NA,"yellow_ttp_banana","776",1,"english",3242,"typical","comp","female",51,1566920387900,4.57658333333333,"yellow_corn","yellow banana","500715181176891"
"green_broccoli","Tue Aug 27 2019 11:39:47 GMT-0400 (Eastern Daylight Time)","modified","732","distractor","critical","yellow_corn",2,"orange_lettuce","Elizabeth","644","comp","orange_lettuce","ttn",1566920662495,"target","target","yellow_banana","yellow_corn",33,NA,"yellow_ttn_corn","1408",1,"english",3978,"typical","contrast","female",52,1566920387900,4.57658333333333,"yellow_banana","yellow corn","500715181176891"
"orange_pumpkin","Tue Aug 27 2019 11:39:47 GMT-0400 (Eastern Daylight Time)","modified","794","target","critical","green_broccoli",2,"green_broccoli","Elizabeth","671","comp","yellow_egg","ttn",1566920662495,"target","distractor","orange_pumpkin","green_broccoli",33,NA,"green_ttn_broccoli","616",1,"english",3190,"typical","contrast","female",53,1566920387900,4.57658333333333,"green_lettuce","green broccoli","500715181176891"
"white_swan","Tue Aug 27 2019 11:39:47 GMT-0400 (Eastern Daylight Time)","unmodified","926","target","filler","NaN",2,"white_swan","Elizabeth","1306","distractor","green_broccoli","aap",1566920662495,"distractor","contrast","red_broccoli","red_broccoli",33,NA,"red_aap_broccoli","NaN",1,"english",2901,"typical","comp","female",54,1566920387900,4.57658333333333,"red_corn","swan","500715181176891"
"green_broccoli","Tue Aug 27 2019 11:39:47 GMT-0400 (Eastern Daylight Time)","modified","920","distractor","filler","orange_lettuce",2,"orange_banana","Elizabeth","648","contrast","red_corn","aan",1566920662495,"comp","comp","orange_banana","orange_banana",33,NA,"orange_aan_banana","776",1,"english",3346,"typical","target","female",55,1566920387900,4.57658333333333,"orange_lettuce","orange lettuce","500715181176891"
"orange_butterfly","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","NaN","NaN","comp","practice","NaN",NA,"NaN","Margaret","NaN","target","red_jacket","contrast_present",1566920622152,"target","distractor","NaN","yellow_jacket",34,NA,"NaN","NaN",1,NA,8173,"typical","contrast",NA,1,1566920278628,5.7254,"yellow_bike","yellow jacket","389722047374768"
"orange_mug","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","NaN","NaN","distractor","practice","NaN",NA,"NaN","Margaret","NaN","target","light_chair","contrast_not_present",1566920622152,"target","comp","NaN","green_scissors",34,NA,"NaN","NaN",1,NA,5520,"typical","contrast",NA,2,1566920278628,5.7254,"green_toothbrush","green scissors","389722047374768"
"green_scissors","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","NaN","NaN","contrast","practice","NaN",NA,"NaN","Margaret","NaN","target","purple_flower","contrast_present",1566920622152,"target","distractor","NaN","red_flower",34,NA,"NaN","NaN",1,NA,3939,"typical","comp",NA,3,1566920278628,5.7254,"red_candle","red flower","389722047374768"
"black_feather","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","NaN","NaN","contrast","practice","NaN",NA,"NaN","Margaret","NaN","comp","yellow_lamp","contrast_not_present",1566920622152,"target","distractor","NaN","red_bellpepper",34,NA,"NaN","NaN",1,NA,4753,"typical","target",NA,4,1566920278628,5.7254,"red_book","red pepper","389722047374768"
"green_lettuce","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","unmodified","1454","comp","filler","NaN",NA,"green_lettuce","Margaret","10835","target","red_tomato","aap",1566920622152,"distractor","contrast","white_pumpkin","white_tomato",34,NA,"white_aap_tomato","NaN",1,NA,15389,"typical","distractor",NA,1,1566920278628,5.7254,"white_pumpkin","lettuce","389722047374768"
"red_broccoli","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","modified","1597","contrast","filler","white_pumpkin",NA,"white_pumpkin","Margaret","4427","target","yellow_egg","aan",1566920622152,"comp","comp","red_broccoli","white_tomato",34,NA,"white_aan_tomato","1518",1,NA,10302,"typical","distractor",NA,2,1566920278628,5.7254,"white_pumpkin","white pumpkin","389722047374768"
"red_corn","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","modified","1373","comp","critical","green_carrot",NA,"green_broccoli","Margaret","3389","distractor","orange_carrot","atp",1566920622152,"target","contrast","green_carrot","green_carrot",34,NA,"green_atp_carrot","1341",1,NA,8355,"typical","target",NA,3,1566920278628,5.7254,"green_broccoli","green carrot","389722047374768"
"yellow_strawberry","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","unmodified","1079","contrast","filler","NaN",NA,"green_lettuce","Margaret","1790","target","red_corn","atn",1566920622152,"comp","distractor","yellow_strawberry","green_carrot",34,NA,"green_atn_carrot","NaN",1,NA,4187,"typical","comp",NA,4,1566920278628,5.7254,"green_lettuce","lettuce","389722047374768"
"red_corn","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","modified","1542","comp","critical","orange_lettuce",NA,"orange_lettuce","Margaret","1629","target","yellow_strawberry","atn",1566920622152,"target","distractor","orange_carrot","orange_lettuce",34,NA,"orange_atn_lettuce","2691",1,NA,8148,"typical","contrast",NA,5,1566920278628,5.7254,"orange_carrot","orange lettuce","389722047374768"
"red_strawberry","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","unmodified","1127","target","filler","NaN",NA,"red_strawberry","Margaret","1494","comp","white_tomato","tan",1566920622152,"distractor","contrast","green_lettuce","green_lettuce",34,NA,"green_tan_lettuce","NaN",1,NA,3841,"typical","distractor",NA,6,1566920278628,5.7254,"green_swan","strawberry","389722047374768"
"white_egg","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","unmodified","1037","comp","filler","NaN",NA,"white_egg","Margaret","1438","target","green_lettuce","aap",1566920622152,"distractor","contrast","orange_banana","orange_lettuce",34,NA,"orange_aap_lettuce","NaN",1,NA,3625,"typical","distractor",NA,7,1566920278628,5.7254,"orange_banana","egg","389722047374768"
"white_egg","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","unmodified","901","distractor","filler","NaN",NA,"white_egg","Margaret","1211","contrast","yellow_strawberry","ttp",1566920622152,"distractor","target","red_strawberry","red_strawberry",34,NA,"red_ttp_strawberry","NaN",1,NA,3505,"typical","comp",NA,8,1566920278628,5.7254,"red_tomato","egg","389722047374768"
"yellow_egg","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","modified","1485","distractor","filler","orange_lettuce",NA,"orange_banana","Margaret","1122","target","red_strawberry","aan",1566920622152,"comp","comp","orange_lettuce","orange_banana",34,NA,"orange_aan_banana","1104",1,NA,6114,"typical","contrast",NA,9,1566920278628,5.7254,"orange_lettuce","orange lettuce","389722047374768"
"white_egg","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","unmodified","925","comp","filler","NaN",NA,"red_strawberry","Margaret","1341","contrast","yellow_banana","atn",1566920622152,"comp","target","red_strawberry","red_broccoli",34,NA,"red_atn_broccoli","NaN",1,NA,3465,"typical","distractor",NA,10,1566920278628,5.7254,"red_strawberry","strawberry","389722047374768"
"orange_lettuce","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","modified","2054","contrast","critical","red_tomato",NA,"red_tomato","Margaret","1276","comp","white_tomato","ttp",1566920622152,"target","distractor","white_tomato","red_tomato",34,NA,"red_ttp_tomato","1039",1,NA,6124,"typical","target",NA,11,1566920278628,5.7254,"red_strawberry","red tomato","389722047374768"
"green_lettuce","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","unmodified","1039","contrast","filler","NaN",NA,"green_lettuce","Margaret","1275","comp","red_tomato","atn",1566920622152,"distractor","target","red_tomato","orange_banana",34,NA,"orange_atn_banana","NaN",1,NA,3578,"typical","distractor",NA,12,1566920278628,5.7254,"orange_pumpkin","lettuce","389722047374768"
"orange_carrot","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","unmodified","1637","comp","filler","NaN",NA,"red_strawberry","Margaret","1296","distractor","yellow_corn","ttn",1566920622152,"comp","target","red_tomato","red_tomato",34,NA,"red_ttn_tomato","NaN",1,NA,4037,"typical","contrast",NA,13,1566920278628,5.7254,"red_strawberry","strawberry","389722047374768"
"green_lettuce","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","unmodified","1037","contrast","filler","NaN",NA,"green_lettuce","Margaret","998","distractor","red_strawberry","tan",1566920622152,"distractor","target","white_egg","white_egg",34,NA,"white_tan_egg","NaN",1,NA,3324,"typical","comp",NA,14,1566920278628,5.7254,"white_pumpkin","lettuce","389722047374768"
"red_strawberry","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","unmodified","1872","target","filler","NaN",NA,"red_strawberry","Margaret","998","comp","orange_pumpkin","aap",1566920622152,"distractor","distractor","red_strawberry","white_pumpkin",34,NA,"white_aap_pumpkin","NaN",1,NA,4404,"typical","contrast",NA,15,1566920278628,5.7254,"white_tomato","strawberry","389722047374768"
"orange_carrot","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","unmodified","799","distractor","filler","NaN",NA,"orange_carrot","Margaret","997","comp","green_lettuce","aan",1566920622152,"distractor","target","orange_carrot","red_broccoli",34,NA,"red_aan_broccoli","NaN",1,NA,3749,"typical","contrast",NA,16,1566920278628,5.7254,"red_corn","carrot","389722047374768"
"yellow_banana","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","modified","1223","target","filler","orange_lettuce",NA,"orange_lettuce","Margaret","1085","distractor","orange_lettuce","tap",1566920622152,"contrast","comp","green_lettuce","green_lettuce",34,NA,"green_tap_lettuce","1063",1,NA,5109,"typical","contrast",NA,17,1566920278628,5.7254,"green_carrot","orange lettuce","389722047374768"
"white_tomato","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","modified","1111","contrast","filler","orange_banana",NA,"orange_banana","Margaret","1014","distractor","orange_banana","tap",1566920622152,"contrast","comp","orange_banana","yellow_banana",34,NA,"yellow_tap_banana","572",1,NA,4391,"typical","target",NA,18,1566920278628,5.7254,"yellow_strawberry","orange banana","389722047374768"
"orange_carrot","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","modified","583","comp","filler","red_broccoli",NA,"red_tomato","Margaret","918","distractor","green_swan","tan",1566920622152,"comp","target","red_tomato","red_tomato",34,NA,"red_tan_tomato","1391",1,NA,4651,"typical","contrast",NA,19,1566920278628,5.7254,"red_broccoli","red broccoli","389722047374768"
"white_swan","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","unmodified","536,1864","comp","filler","NaN",NA,"green_carrot,white_swan","Margaret","1102","target","orange_pumpkin","tan",1566920622152,"distractor","distractor","green_carrot","green_broccoli",34,NA,"green_tan_broccoli","NaN",1,NA,4181,"typical","contrast",NA,20,1566920278628,5.7254,"green_carrot","swan","389722047374768"
"green_lettuce","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","modified","839","contrast","critical","yellow_corn",NA,"yellow_corn","Margaret","1084","distractor","red_corn","ttp",1566920622152,"target","target","yellow_corn","yellow_corn",34,NA,"yellow_ttp_corn","824",1,NA,4491,"typical","comp",NA,21,1566920278628,5.7254,"yellow_banana","yellow corn","389722047374768"
"orange_banana","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","modified","911","target","critical","white_swan",NA,"white_swan","Margaret","1200","contrast","yellow_strawberry","ttn",1566920622152,"target","distractor","white_swan","white_swan",34,NA,"white_ttn_swan","744",1,NA,4559,"typical","comp",NA,22,1566920278628,5.7254,"white_egg","white swan","389722047374768"
"yellow_corn","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","unmodified","1263","contrast","filler","NaN",NA,"yellow_corn","Margaret","997","distractor","white_pumpkin","aan",1566920622152,"distractor","target","green_swan","green_swan",34,NA,"green_aan_swan","NaN",1,NA,3792,"typical","comp",NA,23,1566920278628,5.7254,"green_carrot","corn","389722047374768"
"red_corn","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","modified","847","distractor","critical","white_pumpkin",NA,"white_egg","Margaret","1076","contrast","orange_pumpkin","atp",1566920622152,"target","comp","white_egg","white_pumpkin",34,NA,"white_atp_pumpkin","839",1,NA,4530,"typical","target",NA,24,1566920278628,5.7254,"white_egg","white pumpkin","389722047374768"
"green_swan","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","modified","951","distractor","critical","yellow_strawberry",NA,"yellow_banana","Margaret","1054","contrast","white_pumpkin","atn",1566920622152,"target","comp","yellow_banana","yellow_strawberry",34,NA,"yellow_atn_strawberry","1463",1,NA,5350,"typical","target",NA,25,1566920278628,5.7254,"yellow_banana","yellow strawberry","389722047374768"
"yellow_banana","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","unmodified","1065","comp","filler","NaN",NA,"yellow_banana","Margaret","1054","target","orange_lettuce","ttn",1566920622152,"distractor","distractor","yellow_banana","white_egg",34,NA,"white_ttn_egg","NaN",1,NA,3624,"typical","contrast",NA,26,1566920278628,5.7254,"white_swan","banana","389722047374768"
"yellow_banana","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","unmodified","959","target","filler","NaN",NA,"yellow_banana","Margaret","1179","contrast","green_carrot","tan",1566920622152,"distractor","distractor","orange_pumpkin","orange_pumpkin",34,NA,"orange_tan_pumpkin","NaN",1,NA,3267,"typical","comp",NA,27,1566920278628,5.7254,"orange_lettuce","banana","389722047374768"
"red_strawberry","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","unmodified","810","contrast","filler","NaN",NA,"red_strawberry","Margaret","952","target","yellow_egg","aan",1566920622152,"distractor","distractor","yellow_egg","white_pumpkin",34,NA,"white_aan_pumpkin","NaN",1,NA,3703,"typical","comp",NA,28,1566920278628,5.7254,"white_tomato","strawberry","389722047374768"
"red_corn","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","modified","1134","target","critical","green_lettuce",NA,"green_lettuce","Margaret","902","comp","orange_lettuce","ttp",1566920622152,"target","contrast","green_lettuce","green_lettuce",34,NA,"green_ttp_lettuce","976",1,NA,4691,"typical","distractor",NA,29,1566920278628,5.7254,"green_broccoli","green lettuce","389722047374768"
"white_pumpkin","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","modified","1286","target","critical","green_swan",NA,"green_swan","Margaret","1002","contrast","red_tomato","atn",1566920622152,"target","distractor","white_pumpkin","green_swan",34,NA,"green_atn_swan","719",1,NA,5128,"typical","comp",NA,30,1566920278628,5.7254,"green_broccoli","green swan","389722047374768"
"green_broccoli","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","unmodified","1159","target","filler","NaN",NA,"green_broccoli","Margaret","957","contrast","white_egg","tan",1566920622152,"distractor","comp","orange_banana","orange_carrot",34,NA,"orange_tan_carrot","NaN",1,NA,3422,"typical","distractor",NA,31,1566920278628,5.7254,"orange_banana","broccoli","389722047374768"
"red_tomato","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","modified","1063","contrast","critical","white_swan",NA,"white_egg","Margaret","909","comp","green_swan","ttp",1566920622152,"target","distractor","green_swan","white_swan",34,NA,"white_ttp_swan","1023",1,NA,4565,"typical","target",NA,32,1566920278628,5.7254,"white_egg","white swan","389722047374768"
"green_swan","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","modified","1166","target","filler","red_corn",NA,"red_strawberry","Margaret","1236","contrast","orange_pumpkin","tan",1566920622152,"comp","distractor","red_strawberry","red_strawberry",34,NA,"red_tan_strawberry","1574",1,NA,6547,"typical","comp",NA,33,1566920278628,5.7254,"red_corn","red corn","389722047374768"
"yellow_banana","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","unmodified","886","distractor","filler","NaN",NA,"yellow_banana","Margaret","1445","contrast","orange_carrot","aap",1566920622152,"distractor","comp","yellow_banana","green_carrot",34,NA,"green_aap_carrot","NaN",1,NA,3822,"typical","target",NA,34,1566920278628,5.7254,"green_swan","banana","389722047374768"
"green_broccoli","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","unmodified","982","target","filler","NaN",NA,"green_broccoli","Margaret","719","comp","orange_carrot","aan",1566920622152,"distractor","distractor","yellow_strawberry","yellow_strawberry",34,NA,"yellow_aan_strawberry","NaN",1,NA,2855,"typical","contrast",NA,35,1566920278628,5.7254,"yellow_egg","broccoli","389722047374768"
"white_egg","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","modified","999","target","critical","orange_banana",NA,"orange_banana","Margaret","797","contrast","yellow_banana","atp",1566920622152,"target","distractor","white_egg","orange_banana",34,NA,"orange_atp_banana","634",1,NA,4750,"typical","comp",NA,36,1566920278628,5.7254,"orange_carrot","orange banana","389722047374768"
"red_broccoli","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","unmodified","599,1600","contrast","filler","NaN",NA,"white_tomato,yellow_corn","Margaret","814","comp","white_tomato","atn",1566920622152,"comp","distractor","white_tomato","yellow_egg",34,NA,"yellow_atn_egg","NaN",1,NA,3554,"typical","target",NA,37,1566920278628,5.7254,"yellow_corn","corn","389722047374768"
"green_swan","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","modified","1802","contrast","critical","yellow_strawberry",NA,"yellow_banana","Margaret","948","target","red_strawberry","atp",1566920622152,"target","distractor","red_strawberry","yellow_strawberry",34,NA,"yellow_atp_strawberry","759",1,NA,5466,"typical","comp",NA,38,1566920278628,5.7254,"yellow_banana","yellow strawberry","389722047374768"
"red_tomato","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","unmodified","1113","target","filler","NaN",NA,"orange_carrot","Margaret","878","contrast","yellow_corn","ttn",1566920622152,"comp","comp","orange_pumpkin","orange_pumpkin",34,NA,"orange_ttn_pumpkin","NaN",1,NA,3143,"typical","distractor",NA,39,1566920278628,5.7254,"orange_carrot","carrot","389722047374768"
"green_broccoli","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","unmodified","935","comp","filler","NaN",NA,"green_broccoli","Margaret","882","target","yellow_strawberry","tap",1566920622152,"distractor","distractor","red_corn","red_strawberry",34,NA,"red_tap_strawberry","NaN",1,NA,3914,"typical","contrast",NA,40,1566920278628,5.7254,"red_corn","broccoli","389722047374768"
"green_broccoli","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","unmodified","1010","target","filler","NaN",NA,"green_broccoli","Margaret","908","distractor","red_tomato","atp",1566920622152,"distractor","comp","white_swan","white_tomato",34,NA,"white_atp_tomato","NaN",1,NA,3960,"typical","contrast",NA,41,1566920278628,5.7254,"white_swan","broccoli","389722047374768"
"yellow_corn","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","modified","671","distractor","critical","white_pumpkin",NA,"yellow_corn","Margaret","1006","comp","green_lettuce","atn",1566920622152,"target","target","yellow_corn","white_pumpkin",34,NA,"white_atn_pumpkin","1176",1,NA,4498,"typical","contrast",NA,42,1566920278628,5.7254,"white_swan","white pumpkin","389722047374768"
"white_pumpkin","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","modified","1145","comp","critical","red_corn",NA,"red_tomato","Margaret","933","distractor","orange_banana","atn",1566920622152,"target","contrast","red_tomato","red_corn",34,NA,"red_atn_corn","1398",1,NA,5847,"typical","target",NA,43,1566920278628,5.7254,"red_tomato","red corn","389722047374768"
"white_pumpkin","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","modified","1849","contrast","critical","red_strawberry,red_corn",NA,"red_strawberry","Margaret","2977","distractor","yellow_corn","atp",1566920622152,"target","comp","yellow_corn","red_corn",34,NA,"red_atp_corn","745,1521",1,NA,8316,"typical","target",NA,44,1566920278628,5.7254,"red_strawberry","red corn","389722047374768"
"red_broccoli","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","modified","759","comp","critical","orange_carrot",NA,"orange_pumpkin","Margaret","1168","distractor","yellow_banana","ttn",1566920622152,"target","target","orange_pumpkin","orange_carrot",34,NA,"orange_ttn_carrot","1127",1,NA,4785,"typical","contrast",NA,45,1566920278628,5.7254,"orange_pumpkin","orange carrot","389722047374768"
"green_lettuce","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","unmodified","1095","comp","filler","NaN",NA,"green_lettuce","Margaret","791","contrast","yellow_egg","ttp",1566920622152,"distractor","target","white_swan","white_egg",34,NA,"white_ttp_egg","NaN",1,NA,2958,"typical","distractor",NA,46,1566920278628,5.7254,"white_swan","lettuce","389722047374768"
"orange_banana","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","modified","1041","contrast","filler","red_broccoli",NA,"red_broccoli","Margaret","1318","distractor","red_broccoli","ttp",1566920622152,"contrast","target","green_broccoli","green_broccoli",34,NA,"green_ttp_broccoli","703",1,NA,4801,"typical","comp",NA,47,1566920278628,5.7254,"green_lettuce","red broccoli","389722047374768"
"white_tomato","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","modified","1153","contrast","critical","green_broccoli",NA,"green_lettuce","Margaret","845","comp","orange_pumpkin","ttn",1566920622152,"target","distractor","orange_pumpkin","green_broccoli",34,NA,"green_ttn_broccoli","1153",1,NA,5385,"typical","target",NA,48,1566920278628,5.7254,"green_lettuce","green broccoli","389722047374768"
"green_lettuce","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","modified","863","contrast","critical","yellow_banana",NA,"yellow_corn","Margaret","1221","distractor","white_pumpkin","ttn",1566920622152,"target","comp","white_pumpkin","yellow_banana",34,NA,"yellow_ttn_banana","886",1,NA,4873,"typical","target",NA,49,1566920278628,5.7254,"yellow_corn","yellow banana","389722047374768"
"yellow_banana","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","modified","1533","contrast","critical","red_strawberry",NA,"red_tomato","Margaret","1085","distractor","white_egg","ttn",1566920622152,"target","comp","red_tomato","red_strawberry",34,NA,"red_ttn_strawberry","752",1,NA,5571,"typical","target",NA,50,1566920278628,5.7254,"red_tomato","red strawberry","389722047374768"
"yellow_egg","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","modified","1079","contrast","filler","green_broccoli",NA,"green_broccoli","Margaret","965","target","green_broccoli","atp",1566920622152,"contrast","comp","green_broccoli","red_broccoli",34,NA,"red_atp_broccoli","807",1,NA,5797,"typical","distractor",NA,51,1566920278628,5.7254,"red_tomato","green broccoli","389722047374768"
"yellow_banana","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","unmodified","800","distractor","filler","NaN",NA,"yellow_banana","Margaret","1136","comp","orange_carrot","atn",1566920622152,"distractor","contrast","orange_carrot","white_tomato",34,NA,"white_atn_tomato","NaN",1,NA,3023,"typical","target",NA,52,1566920278628,5.7254,"white_egg","banana","389722047374768"
"red_strawberry","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","modified","1543","target","filler","yellow_egg",NA,"yellow_egg","Margaret","709","contrast","orange_carrot","tan",1566920622152,"comp","comp","yellow_banana","yellow_banana",34,NA,"yellow_tan_banana","2136",1,NA,6288,"typical","distractor",NA,53,1566920278628,5.7254,"yellow_egg","yellow egg","389722047374768"
"red_corn","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","modified","599","target","critical","orange_pumpkin",NA,"orange_pumpkin","Margaret","945","contrast","white_pumpkin","ttp",1566920622152,"target","comp","orange_pumpkin","orange_pumpkin",34,NA,"orange_ttp_pumpkin","560",1,NA,3922,"typical","distractor",NA,54,1566920278628,5.7254,"orange_carrot","orange pumpkin","389722047374768"
"red_broccoli","Tue Aug 27 2019 11:37:58 GMT-0400 (Eastern Daylight Time)","modified","573","contrast","filler","green_carrot",NA,"green_carrot","Margaret","685","target","green_carrot","ttp",1566920622152,"contrast","distractor","green_carrot","orange_carrot",34,NA,"orange_ttp_carrot","538",1,NA,4212,"typical","comp",NA,55,1566920278628,5.7254,"orange_pumpkin","green carrot","389722047374768"
