intended_target,condition,target_item,targetType,comp_item,compType,contrast_item,distractor_item,UtteranceCat,target_typ,comp_typ
target,ttp,green_lettuce,lettuce,green_broccoli,broccoli,orange_lettuce,yellow_egg,typeOnly,typical,typical
competitor,ttp,white_swan,swan,white_egg,egg,green_swan,yellow_banana,typeOnly,typical,typical
target,atn,orange_banana,banana,orange_pumpkin,pumpkin,red_strawberry,white_egg,typeOnly,atypical,typical
competitor,aap,red_broccoli,broccoli,red_corn,corn,green_broccoli,yellow_strawberry,typeOnly,atypical,atypical
competitor,atp,orange_lettuce,lettuce,orange_carrot,carrot,green_lettuce,red_tomato,typeOnly,atypical,typical
competitor,ttp,yellow_banana,banana,yellow_corn,corn,orange_banana,green_lettuce,typeOnly,typical,typical
target,tap,red_tomato,tomato,red_broccoli,broccoli,white_tomato,yellow_banana,typeOnly,typical,atypical
target,aap,red_corn,corn,red_broccoli,broccoli,yellow_corn,orange_carrot,colorType,atypical,atypical
target,atn,white_pumpkin,pumpkin,white_swan,swan,green_broccoli,red_corn,typeOnly,atypical,typical
competitor,aap,yellow_strawberry,strawberry,yellow_egg,egg,red_strawberry,orange_pumpkin,typeOnly,atypical,atypical
target,tan,yellow_banana,banana,yellow_egg,egg,white_swan,red_tomato,typeOnly,typical,atypical
target,ttn,green_broccoli,broccoli,green_lettuce,lettuce,yellow_corn,red_tomato,typeOnly,typical,typical
target,atn,red_corn,corn,red_strawberry,strawberry,white_swan,green_carrot,typeOnly,atypical,typical
target,atp,white_tomato,tomato,white_swan,swan,red_tomato,green_lettuce,colorType,atypical,typical
target,aap,green_carrot,carrot,green_swan,swan,orange_carrot,yellow_egg,colorType,atypical,atypical
target,atn,white_pumpkin,pumpkin,white_egg,egg,green_lettuce,red_corn,typeOnly,atypical,typical
target,ttn,red_tomato,tomato,red_strawberry,strawberry,yellow_corn,white_pumpkin,typeOnly,typical,typical
target,atn,green_carrot,carrot,green_lettuce,lettuce,white_tomato,orange_banana,typeOnly,atypical,typical
target,aan,white_pumpkin,pumpkin,white_tomato,tomato,yellow_egg,red_strawberry,typeOnly,atypical,atypical
target,ttp,green_broccoli,broccoli,green_lettuce,lettuce,red_broccoli,yellow_strawberry,colorType,typical,typical
target,ttp,white_swan,swan,white_egg,egg,green_swan,red_tomato,colorType,typical,typical
competitor,tap,green_broccoli,broccoli,green_carrot,carrot,red_broccoli,yellow_corn,typeOnly,typical,atypical
competitor,tap,orange_carrot,carrot,orange_lettuce,lettuce,green_carrot,yellow_egg,typeOnly,typical,atypical
target,aan,red_broccoli,broccoli,red_corn,corn,orange_carrot,green_lettuce,typeOnly,atypical,atypical
target,tan,yellow_corn,corn,yellow_strawberry,strawberry,orange_pumpkin,green_lettuce,typeOnly,typical,atypical
target,aan,red_corn,corn,red_broccoli,broccoli,green_lettuce,white_swan,typeOnly,atypical,atypical
target,atp,green_carrot,carrot,green_broccoli,broccoli,orange_carrot,yellow_banana,colorType,atypical,typical
target,tan,white_swan,swan,white_tomato,tomato,yellow_banana,red_corn,typeOnly,typical,atypical
competitor,ttp,green_lettuce,lettuce,green_broccoli,broccoli,orange_lettuce,red_corn,typeOnly,typical,typical
target,tap,red_strawberry,strawberry,red_broccoli,broccoli,yellow_strawberry,green_lettuce,colorType,typical,atypical
target,ttn,white_swan,swan,white_egg,egg,green_broccoli,orange_banana,typeOnly,typical,typical
target,aan,yellow_strawberry,strawberry,yellow_egg,egg,white_pumpkin,red_broccoli,typeOnly,atypical,atypical
target,tan,green_lettuce,lettuce,green_swan,swan,white_tomato,red_strawberry,typeOnly,typical,atypical
target,ttn,red_strawberry,strawberry,red_tomato,tomato,green_lettuce,yellow_corn,typeOnly,typical,typical
competitor,atp,orange_banana,banana,orange_carrot,carrot,yellow_banana,white_tomato,typeOnly,atypical,typical
